Carlow	http://data.cso.ie/census-2011/classification/CTY/C01	Ireland/Carlow	administrative-area
Dublin City	http://data.cso.ie/census-2011/classification/CTY/C02	Ireland/Dublin	administrative-area
South Dublin	http://data.cso.ie/census-2011/classification/CTY/C03	Ireland/Dublin/SouthDublin/SouthDublin	non-administrative-area
Fingal	http://data.cso.ie/census-2011/classification/CTY/C04	Ireland/Dublin/Fingal	administrative-area
D̼n Laoghaire-Rathdown	http://data.cso.ie/census-2011/classification/CTY/C05	Ireland/Dublin/DunLaoghaire-Rathdown	administrative-area
Kildare	http://data.cso.ie/census-2011/classification/CTY/C06	Ireland/Kildare	administrative-area
Kilkenny	http://data.cso.ie/census-2011/classification/CTY/C07	Ireland/Kilkenny	administrative-area
Laois	http://data.cso.ie/census-2011/classification/CTY/C08	Ireland/Laois	administrative-area
Longford	http://data.cso.ie/census-2011/classification/CTY/C09	UnitedKingdom/England/GreaterLondon/LondonBoroughofHillingdon/Longford	administrative-area
Louth	http://data.cso.ie/census-2011/classification/CTY/C10	UnitedKingdom/England/Lincolnshire/EastLindsey/Louth	administrative-area
Meath	http://data.cso.ie/census-2011/classification/CTY/C11	Ireland/Meath	administrative-area
Offaly	http://data.cso.ie/census-2011/classification/CTY/C12	Ireland/Offaly	administrative-area
Westmeath	http://data.cso.ie/census-2011/classification/CTY/C13	Ireland/Westmeath/Westmeath	non-administrative-area
Wexford	http://data.cso.ie/census-2011/classification/CTY/C14	Ireland/Wexford	administrative-area
Wicklow	http://data.cso.ie/census-2011/classification/CTY/C15	Ireland/Wicklow	administrative-area
Clare	http://data.cso.ie/census-2011/classification/CTY/C16	World/tmp/Clare	non-administrative-area
Cork City	http://data.cso.ie/census-2011/classification/CTY/C17	Ireland/Cork	administrative-area
Cork	http://data.cso.ie/census-2011/classification/CTY/C18	Ireland/Cork	administrative-area
Kerry	http://data.cso.ie/census-2011/classification/CTY/C19	Ireland/Kerry	administrative-area
Limerick City	http://data.cso.ie/census-2011/classification/CTY/C20	Ireland/Limerick	administrative-area
Limerick	http://data.cso.ie/census-2011/classification/CTY/C21	Ireland/Limerick	administrative-area
Tipperary North	http://data.cso.ie/census-2011/classification/CTY/C22	Ireland/Tipperary/TipperaryNorth	non-administrative-area
Tipperary South	http://data.cso.ie/census-2011/classification/CTY/C23	Ireland/Tipperary/TipperarySouth	non-administrative-area
Waterford City	http://data.cso.ie/census-2011/classification/CTY/C24	Ireland/Waterford	administrative-area
Waterford	http://data.cso.ie/census-2011/classification/CTY/C25	Ireland/Waterford	administrative-area
Galway City	http://data.cso.ie/census-2011/classification/CTY/C26	Ireland/Galway	administrative-area
Galway	http://data.cso.ie/census-2011/classification/CTY/C27	Ireland/Galway	administrative-area
Leitrim	http://data.cso.ie/census-2011/classification/CTY/C28	Ireland/Leitrim	administrative-area
Mayo	http://data.cso.ie/census-2011/classification/CTY/C29	Ireland/Mayo	administrative-area
Roscommon	http://data.cso.ie/census-2011/classification/CTY/C30	Ireland/Roscommon	administrative-area
Sligo	http://data.cso.ie/census-2011/classification/CTY/C31	Ireland/Sligo	administrative-area
Cavan	http://data.cso.ie/census-2011/classification/CTY/C32	Ireland/Cavan	administrative-area
Donegal	http://data.cso.ie/census-2011/classification/CTY/C33	Ireland/Donegal	administrative-area
Monaghan	http://data.cso.ie/census-2011/classification/CTY/C34	Ireland/Monaghan	administrative-area
Ireland	http://data.cso.ie/census-2011/classification/place-of-birth/Ireland	Ireland	administrative-area
Lithuania	http://data.cso.ie/census-2011/classification/place-of-birth/Lithuania	Lithuania	administrative-area
	http://data.cso.ie/census-2011/classification/place-of-birth/Other_EU_27	World/tmp/Other_EU_27	non-administrative-area
Poland	http://data.cso.ie/census-2011/classification/place-of-birth/Poland	Poland	administrative-area
	http://data.cso.ie/census-2011/classification/place-of-birth/Rest_of_World	World/tmp/Rest_of_World	non-administrative-area
UK	http://data.cso.ie/census-2011/classification/place-of-birth/UK	UnitedKingdom	administrative-area
	http://data.cso.ie/census-2011/classification/place-of-birth/all	World/tmp/all	non-administrative-area
	http://data.cso.ie/census-2011/classification/place-of-birth/not_stated	World/tmp/not_stated	non-administrative-area
