Carlow	http://data.cso.ie/census-2011/classification/CTY/C01	Ireland/Carlow	Carlow	administrative-area
Dublin City	http://data.cso.ie/census-2011/classification/CTY/C02	Ireland/Dublin	Dublin	administrative-area
South Dublin	http://data.cso.ie/census-2011/classification/CTY/C03	Ireland/Dublin/SouthDublin	South Dublin	administrative-area
Fingal	http://data.cso.ie/census-2011/classification/CTY/C04	Ireland/Dublin/Fingal	Fingal	administrative-area
D̼n Laoghaire-Rathdown	http://data.cso.ie/census-2011/classification/CTY/C05	Ireland/Dublin/DunLaoghaire-Rathdown	Dun Laoghaire-Rathdown	administrative-area
Kildare	http://data.cso.ie/census-2011/classification/CTY/C06	Ireland/Kildare/Kildare	Kildare	administrative-area
Kilkenny	http://data.cso.ie/census-2011/classification/CTY/C07	Ireland/Kilkenny/Kilkenny	Kilkenny	administrative-area
Laois	http://data.cso.ie/census-2011/classification/CTY/C08	Ireland/Laois/Laois	Laois	administrative-area
Longford	http://data.cso.ie/census-2011/classification/CTY/C09	UnitedKingdom/England/GreaterLondon/LondonBoroughofHillingdon/Longford	Longford	administrative-area
Louth	http://data.cso.ie/census-2011/classification/CTY/C10	Ireland/Louth	Louth	administrative-area
Meath	http://data.cso.ie/census-2011/classification/CTY/C11	Ireland/Meath	Meath	administrative-area
Offaly	http://data.cso.ie/census-2011/classification/CTY/C12	Ireland/Offaly	Offaly	administrative-area
Westmeath	http://data.cso.ie/census-2011/classification/CTY/C13	Ireland/Westmeath	Westmeath	administrative-area
Wexford	http://data.cso.ie/census-2011/classification/CTY/C14	Ireland/Wexford	Wexford	administrative-area
Wicklow	http://data.cso.ie/census-2011/classification/CTY/C15	Ireland/Wicklow	Wicklow	administrative-area
Clare	http://data.cso.ie/census-2011/classification/CTY/C16	Ireland/Clare	Clare	administrative-area
Cork City	http://data.cso.ie/census-2011/classification/CTY/C17	Ireland/Cork	Cork	administrative-area
Cork	http://data.cso.ie/census-2011/classification/CTY/C18	Ireland/Cork	Cork	administrative-area
Kerry	http://data.cso.ie/census-2011/classification/CTY/C19	Ireland/Kerry	Kerry	administrative-area
Limerick City	http://data.cso.ie/census-2011/classification/CTY/C20	Ireland/Limerick	Limerick	administrative-area
Limerick	http://data.cso.ie/census-2011/classification/CTY/C21	Ireland/Limerick	Limerick	administrative-area
Tipperary North	http://data.cso.ie/census-2011/classification/CTY/C22	Ireland/Tipperary	Tipperary	administrative-area
Tipperary South	http://data.cso.ie/census-2011/classification/CTY/C23	Ireland/Tipperary	Tipperary	administrative-area
Waterford City	http://data.cso.ie/census-2011/classification/CTY/C24	Ireland/Waterford	Waterford	administrative-area
Waterford	http://data.cso.ie/census-2011/classification/CTY/C25	Ireland/Waterford	Waterford	administrative-area
Galway City	http://data.cso.ie/census-2011/classification/CTY/C26	Ireland/Galway	Galway	administrative-area
Galway	http://data.cso.ie/census-2011/classification/CTY/C27	Ireland/Galway	Galway	administrative-area
Leitrim	http://data.cso.ie/census-2011/classification/CTY/C28	Ireland/Leitrim	Leitrim	administrative-area
Mayo	http://data.cso.ie/census-2011/classification/CTY/C29	Ireland/Mayo	Mayo	administrative-area
Roscommon	http://data.cso.ie/census-2011/classification/CTY/C30	Ireland/Roscommon	Roscommon	administrative-area
Sligo	http://data.cso.ie/census-2011/classification/CTY/C31	Ireland/Sligo	Sligo	administrative-area
Cavan	http://data.cso.ie/census-2011/classification/CTY/C32	Ireland/Cavan	Cavan	administrative-area
Donegal	http://data.cso.ie/census-2011/classification/CTY/C33	Ireland/Donegal	Donegal	administrative-area
Monaghan	http://data.cso.ie/census-2011/classification/CTY/C34	Ireland/Monaghan	Monaghan	administrative-area
Ireland	http://data.cso.ie/census-2011/classification/place-of-birth/Ireland	Ireland	Ireland	administrative-area
Lithuania	http://data.cso.ie/census-2011/classification/place-of-birth/Lithuania	Lithuania	Lithuania	administrative-area
	http://data.cso.ie/census-2011/classification/place-of-birth/Other_EU_27	undefined/Other_EU_27	Undefined area - code Other_EU_27	non-administrative-area
Poland	http://data.cso.ie/census-2011/classification/place-of-birth/Poland	Poland	Poland	administrative-area
	http://data.cso.ie/census-2011/classification/place-of-birth/Rest_of_World	undefined/Rest_of_World	Undefined area - code Rest_of_World	non-administrative-area
UK	http://data.cso.ie/census-2011/classification/place-of-birth/UK	UnitedKingdom	UnitedKingdom	administrative-area
	http://data.cso.ie/census-2011/classification/place-of-birth/all	undefined/all	Undefined area - code all	non-administrative-area
	http://data.cso.ie/census-2011/classification/place-of-birth/not_stated	undefined/not_stated	Undefined area - code not_stated	non-administrative-area
